id;organisation_id;code;designation;reference;validity;remarque
583;3;CELEC0030;ELECTROVANNE MULTIVAC R330;80260112304;1;
584;3;CPRIS0009;PRISE MALE 12 PLOT R330;11686016204;1;
585;3;CPRIS0010;PRISE MALE 6 PLOTS R330 CD6000;11686005500;1;
586;3;CPRIS0012;PRISE MALE OUT.FORM.INF R330;11650018500;1;
587;3;CPRIS0017;PRISE SOUDURE SUP R330 ET CD6000;MULTIVAC 11686016200;1;
588;3;CGUID0010;GUIDE BARRE DE MONTEE R5100;11511816003;1;
589;3;CRESS0124;BRAS ENROULEUR LISIERES R330.;19784201800;1;
590;3;CBOUL0004;BOULON FREIN FILM R330;11531841002;1;
591;3;CCOUR0056;COURROIE MC DRIVE R330;79633305071;1;
592;3;CRELA0030;MINI RELAIS MULTIVAC R330;85631512603/105015596;1;
593;3;CBUSE0007;BUSE REINJECTION GAZ R330;11450848520;1;
594;3;CPOIN0009;POINCON INJECTION GAZ R330;11555962800;1;
595;3;CRESS0089;RESSORT VANNE VIDE R330;19781424900;1;
596;3;CTETE0028;TETE POINCON INJECTION R330;11555962900;1;
597;3;CRELA0022;MINI RELAIS KACO MULTIVAC;85631512550;1;
598;3;CMEMB0009;MEMBRANE OUTIL.SOUDURE R330;19010049460;1;
599;3;CCELL0060;CELLULE INDUCT.DECOUPE R330;85463101203;1;
600;3;CCELL0061;CELLULE VERIN DECOUPE R330;85463101200;1;
601;3;CRESS0088;RESSORT TENSION FILM R330;19785010000;1;
602;3;CAIMA0008;AIMANT D.48 POUR EXTRACTION;11550812003;1;
603;3;CPIST0012;PISTON VIDE D40/49.9X76 UV30 MULTIVAC R330;11581938066;1;
604;3;CCOUT0020;COUTEAU TRANSVERSAL 2 VOIES 190x23.8x3 MM DOUBLE BISEAU CD6000;1213W00014;1;
605;3;CCOUT0021;COUTEAU TRANSVERSAL 3VOIES 120.6x23.8x3 MM MULTIVAC CD6000;1213W00015;1;
606;3;CAS..0002;AS DE CARREAUX CD6000 R330;79935811091 PONOT : FS1008-1;1;
607;3;CCOUT0053;COUTEAU FENTE FORMAGE MULTIVAC CD6000;79913201030;1;
608;3;CCOUT0098;COUTEAU LAME DROITE 122x23.8x3MM DOUBLE BISEAU MULTIVAC R245;79913512200/PONOT;1;
609;3;CCOUT0013;COUTEAU CIRCULAIRE 105X75X1.2  2 BISEAUX MULTIVAC CD6000;79915301600;1;
610;3;CCOUT0022;COUTEAU OUVERTURE FACILE MULTIVAC CD6000;79912816400;1;
611;3;CCOUT0097;COUTEAU CIRCULAIRE 102X70X1.2MM MULTIVAC R245;79915200803;1;
612;3;CDEMI0007;DEMI AS DE CARREAU 18 X 18 X 23.8MM MULTIVAC;79935811022;1;
613;3;CAMOR0003;AMORTISSEUR SILICONE POUR MULTIVAC R330;AM19200/11555170020;1;
614;3;CCOUT0047;COUTEAU 23.8x3x192 MM DECOUPE TRANSVERSALE MULTIVAC R330;79913519200;1;
615;3;CDEMI0009;DEMI AS 18/14/23.8 MULTIVAC CD6000;HS1008-2/OCC 057215080050;1;
616;3;CCOUT0094;POINCON OVALE 50x8x12 MULTIVAC R245;106542668/OCC 057215010000;1;
617;3;CCOUT0045;DOUBLE DEMI COUTEAU CIRCULAIRE MULTIVAC R5100;79915200941/105808754;1;
618;3;CCOUT0095;POINCON PERFORATION 50MM D8 MULTIVAC R245;106513175/OCC057215010020;1;
619;3;CCONT0084;AR210 ELIONA;;1;
620;3;CCOUT0026;LAME TIROMAT 2VOIES;REFPONOT:12130600. NE PLUS ACHETER;1;
621;3;CDEMI0002;DEMI AS DE CARREAU TIROMAT;6195546 PONOT HS4004-2;1;
622;3;CAS..0001;AS DE CARREAU 22x20x23.7 MM TIROMAT;6195545  PONOT FS4004-1;1;
623;3;CGUID0023;GUIDE OUTILLAGE MULTIVAC;11511846500;1;
624;3;CPLAQ0030;PLAQUE DE GUIDAGE DECOUPE TRANSVERSALE MULTIVAC CD6000;11555957503;1;
625;3;CPLAQ0031;PLAQUE DE GUIDAGE DECOUPE TRANSVERSALE MULTIVAC CD6000;11555957504;1;
626;3;CROUL0030;ROUE STAB FENWICK L10;6207 DDU;1;
627;3;CROUL0151;ROULEMENT 12/28/08;6001 2RS1;1;
628;3;CROUL0034;ROULEMENT 17/35/10 6003 2RS;6003 2RS;1;
629;3;CROUL0004;ROULEMENT 15/32/09 6002 2RS;62300 2RS1;1;
630;3;CROUL0010;ROULEMENT 10/26/08 6000 2RS;6000 2RS;1;
631;3;CROUL0038;ROULEMENT 20/42/12 6004 2RS;6004 2RS1;1;
632;3;CROUL0193;ROULEMENT 25/47/12;6005;1;
633;3;CROUL0029;ROULEMENT 30/55/13 6006 2RS;6006 2RS;1;
634;3;CROUL0105;ROULEMENT 35/62/14;6007 2RS;1;
635;3;CROUL0014;ROULEMENT 12/32/10 6201 2RS;6203 2RS;1;
636;3;CROUL0035;ROULEMENT 10/30/09 6200 2RS;6200 2RS;1;
637;3;CROUL0013;ROULEMENT 15/35/11 6202 2RS;6202 2RS;1;
638;3;CROUL0012;ROULEMENT 17/40/12 6203 2RS;6203 2RS;1;
639;3;CROUL0007;ROULEMENT 20/47/14 6204 2RS;6204 2RS1;1;
640;3;CROUL0006;ROULEMENT 25/52/15 6205 2RS;6205 2RSI;1;
641;3;CROUL0021;ROULEMENT 30/62/16 6206 2RS;6206 2RS1 OU ET ;1;
642;3;CROUL0122;ROULEMENT 25/52/27;GRAE 25 NPPB;1;
643;3;CROUL0204;ROULEMENT LINEAIRE DIAM.30;LBBBR30LS;1;
644;3;CROUL0212;ROULEMENT 6006 INOX 2RS;6006H2RS;1;
645;3;CROUL0157;ROULEMENT 6007H 2RS1 INOX TORSIONNEUR VF200/VF300 ESSOREUSE KRONEN AXE ROTATION;6007H 2RS1 INOX;1;
646;3;CROUL0103;ROULEMENT 25/47/12 6005H INOX;24143S TAB7 REP4;1;
647;3;CROUL0221;ROULEMENT INOX ETANCHE 6206;HK3518RSL271;1;
648;3;CROUL0015;ROULEMENT 25/52/15 6205;6205 2ZC3;1;
649;3;CROUL0020;ROULEMENT 30/62/16 6206 2ZC3;78547002001  RNA2202 2RS;1;
650;3;CROUL0084;ROULEMENT INOX 6004H 2RS;6004H 2RS INOX;1;
651;3;CROUL0083;ROULEMENT 6000H INOX 10/26/8;6000H 2RS INOX;1;
652;3;CROUL0170;ROULEMENT 6002H 2RS INOX;6002H 2RS INOX;1;
653;3;CROUL0158;ROULEMENT 6003H 2RS1 INOX;6203H 2RS1 INOX;1;
654;3;CROUL0118;ROULEMENT 20/47/14 6204H INOX;6204 H 2RS ROULEMENT INOX ;1;
655;3;CROUL0214;ROULEMENT 17/40/12 6203H 2RS1;6203H INOX;1;
656;3;CROUL0156;ROULEMENT 6201H 2RS1 INOX;6201 H 2RS1 INOX;1;
657;3;CROUL0213;ROULEMENT 10/30/09 6200 INOX;6200H INOX;1;
658;3;CROUL0209;ROULEMENT JEU AUGMENTE 6203;6203 2RS C3;1;
659;3;CROUL0104;ROULEMENT 08/22/07 608H INOX;608H 2RS1 INOX;1;
660;3;CROUL0033;ROULEMENT 08/22/07 608 2RS;608 2RS1;1;
661;3;CBARR0007;;;1;
662;3;CRESS0078;RESSORT;;1;
663;3;CMICR0003;MICRO SWITCH COMPLET AVEC SUPP;0030117 MR113  MR622;1;
664;3;CVERI0016;VERIN ETIQUET.CD6000;1321602000 BRAMMER;1;
665;3;CCABL0029;CABLE LUMBERG 10M M12 COUDE 8 PINS VERIN MONTEE POSTE SOUDURE MULTIVAC R245;MURR 7000-17061-2921000;1;
666;3;CJOINT0158;JOINT COUVERCLE CUTTER;;1;
667;3;CMEMB0016;MEMBRANE MULTIVAC R245;19009849455;1;
668;3;CELEC0031;EV REMISE ATMOSPHERE MULTIVAC R330;80260112304;1;
669;3;CLAME0003;RESSORT LAME SCHAD;RUBAN M42 2060x20x0.9 10/14//11558545;1;
670;3;CPOUL0007;POULIE MOTRICE INJECT START;127020;1;
671;3;CPOUL0008;POULIE RECEPTRICE INJECT START;REF.RADIOSPARES 1885509;1;
672;3;CCOUR0007;COURROIE 37*10*900 VARI INJECT;7647894;1;
673;3;CRELA0050;RELAIS FINDER 24VCC VS90;RXN41G12P7 TELEMECANIQUE;1;
674;3;CROUE0030;ROUE RESIST.SOUD.HAUTE VS90.;SEPT REF SIB341;1;
675;3;CAXE.0005;AXE COMPLET TRIEUR WEBER.;131904;1;
676;3;CAXE.0040;AXE TAPIS WEBER;7041060;1;
677;3;CCABL0017;CABLE MOTEUR WEBER;7147337 WEBER;1;
678;3;CCADR0001;CADRE ERTALON PORTE COUT.WEBER;7045442;1;
679;3;CCART0015;CARTE MPSI TRANCHEUR WEBER;7041022 SN2660191;1;
680;3;CCART0020;CARTE ALIM VARIATEURS WEBER.;100558;1;
681;3;CCABL0016;CABLE TACHY POUR WEBER;100611 WEBER;1;
682;3;CCAPT0020;CAPTEUR SECURITE SCHMERSAL BNS 260-11ZG-L POLYCLIP FCA160;101184391;1;
683;3;CCART0072;CARTOUCHE GRAISSE WEBER;280204;1;
684;3;CCONT0022;CONTRE LAME TRANCHEUR WEBER.;LC1D12B7 SCHNEIDER;1;
685;3;CDIST0015;DISTRIBUTEUR  VUVG-LK14-B52-T-G18-1R8L-S TRANCHEUR WEBER;FESIA 169019;1;
686;3;CRELA0014;MINI RELAIS VS90.;48637R/0148072;1;
687;3;CCLAP0006;CLAPET ANTI RETOUR HGL3/8QS8 TRANCHEUR WEBER;FESTO 530043;1;
688;3;CCLAP0007;CLAPET ANTI RETOUR HGL 1/4 QS8 TRANCHEUR WEBER;FESTO 530041;1;
689;3;CBOUT0046;BOUTON POUSSOIR ROUGE SCHMERSAL;CODE ARTICLE : 101163555 NDTRT;1;
690;3;CJOINT0145;JOINT 6/2,2X900 T=6,3 0,8RAST 70 natur stoffgemustert;81866101481;1;
691;3;disjoncteur;disjoncteur moteur GV2ME10 schneider electric;;1;
692;3;CARTE SANS REF;CARTE SANS REFERENCE;;1;
693;3;GVAN11;;;1;
694;3;RHKA7;PLAQUE SUPPORT 30X7X155 T3 4,0;11555962202;1;
695;3;TBEE2;JOINT TORIQUE 24X3;78301024300;1;
696;3;TBKD3;JOINT TORIQUE 132 X 3;78301132300;1;
697;3;CAP204 FB;;;1;
698;3;CCORP0005;CORPS INTERRUPTEUR ;ZCMD21;1;
699;3;CJOINT0014;JOINT AH 18;;1;
700;3;CJOINT0009;JOINT PROFIL DROIT SILICONE BLANC 4.5x12x7 SOUDURE MULTIVAC R5100;81865000020;1;
701;3;CJOINT0006;JOINT SILICONE 3,2 MULTIVAC R5100 CD6000 R330;81861121032;1;
